Date,Close,High,Low,Open,Volume
2024-09-13,5.25,5.389999866485596,5.139999866485596,5.389999866485596,13729122
2024-09-16,5.449999809265137,5.559999942779541,5.260000228881836,5.260000228881836,26981214
2024-09-17,5.650000095367432,5.739999771118164,5.460000038146973,5.460000038146973,16376508
2024-09-18,5.800000190734863,5.880000114440918,5.670000076293945,5.670000076293945,30300651
2024-09-19,6.03000020980835,6.099999904632568,5.820000171661377,5.820000171661377,31701567
2024-09-20,6.099999904632568,6.170000076293945,6.010000228881836,6.070000171661377,33511377
2024-09-23,6.170000076293945,6.28000020980835,6.099999904632568,6.159999847412109,24673762
2024-09-24,6.199999809265137,6.239999771118164,6.139999866485596,6.179999828338623,27433767
2024-09-25,6.320000171661377,6.329999923706055,6.110000133514404,6.210000038146973,37193141
2024-09-26,6.329999923706055,6.420000076293945,6.260000228881836,6.320000171661377,21537615
2024-09-27,5.699999809265137,6.380000114440918,5.699999809265137,6.349999904632568,32997260
2024-09-30,5.380000114440918,5.699999809265137,5.300000190734863,5.690000057220459,38905533
2024-10-01,5.260000228881836,5.590000152587891,5.099999904632568,5.380000114440918,34230734
2024-10-02,5.150000095367432,5.389999866485596,5.019999980926514,5.25,28185660
2024-10-03,5.159999847412109,5.269999980926514,5.099999904632568,5.099999904632568,18300881
2024-10-04,4.96999979019165,5.21999979019165,4.929999828338623,5.179999828338623,18136165
2024-10-07,4.809999942779541,5.03000020980835,4.78000020980835,5.019999980926514,28607620
2024-10-08,4.800000190734863,4.849999904632568,4.730000019073486,4.809999942779541,13028451
2024-10-09,4.880000114440918,4.989999771118164,4.769999980926514,4.820000171661377,19575084
2024-10-10,4.699999809265137,4.920000076293945,4.679999828338623,4.880000114440918,13814187
2024-10-11,4.599999904632568,4.75,4.550000190734863,4.730000019073486,26902281
2024-10-14,4.440000057220459,4.639999866485596,4.400000095367432,4.610000133514404,12150015
2024-10-15,4.489999771118164,4.53000020980835,4.420000076293945,4.440000057220459,6738041
2024-10-16,4.570000171661377,4.650000095367432,4.480000019073486,4.5,12646629
2024-10-17,4.590000152587891,4.650000095367432,4.559999942779541,4.570000171661377,7035270
2024-10-18,4.449999809265137,4.670000076293945,4.449999809265137,4.619999885559082,13707964
2024-10-21,4.400000095367432,4.5,4.360000133514404,4.449999809265137,5169691
2024-10-22,4.489999771118164,4.550000190734863,4.389999866485596,4.440000057220459,6646464
2024-10-23,4.5,4.659999847412109,4.409999847412109,4.650000095367432,8476288
2024-10-24,4.559999942779541,4.599999904632568,4.480000019073486,4.599999904632568,6212403
2024-10-25,4.5,4.559999942779541,4.480000019073486,4.53000020980835,13100504
2024-10-28,4.5,4.559999942779541,4.480000019073486,4.510000228881836,4872979
2024-10-30,4.5,4.630000114440918,4.480000019073486,4.510000228881836,19908045
2024-10-31,4.519999980926514,4.570000171661377,4.489999771118164,4.53000020980835,10325284
2024-11-01,4.519999980926514,4.599999904632568,4.5,4.519999980926514,21877968
2024-11-04,4.429999828338623,4.519999980926514,4.360000133514404,4.5,11277346
2024-11-05,4.429999828338623,4.550000190734863,4.429999828338623,4.5,23243759
2024-11-06,4.46999979019165,4.480000019073486,4.420000076293945,4.429999828338623,6845854
2024-11-07,4.449999809265137,4.46999979019165,4.400000095367432,4.46999979019165,7903733
2024-11-08,4.889999866485596,4.889999866485596,4.460000038146973,4.46999979019165,34496002
2024-11-11,5.210000038146973,5.269999980926514,4.900000095367432,4.989999771118164,37020021
2024-11-12,5.25,5.320000171661377,5.179999828338623,5.210000038146973,21673833
2024-11-13,5.389999866485596,5.5,5.28000020980835,5.320000171661377,44208741
2024-11-14,5.429999828338623,5.590000152587891,5.320000171661377,5.400000095367432,61768143
2024-11-15,5.400000095367432,5.449999809265137,5.309999942779541,5.420000076293945,26091664
2024-11-18,5.420000076293945,5.519999980926514,5.369999885559082,5.409999847412109,32468207
2024-11-19,5.389999866485596,5.460000038146973,5.360000133514404,5.420000076293945,18352441
2024-11-20,5.46999979019165,5.639999866485596,5.400000095367432,5.409999847412109,43575744
2024-11-21,5.5,5.579999923706055,5.440000057220459,5.550000190734863,32906736
2024-11-22,5.71999979019165,5.739999771118164,5.489999771118164,5.539999961853027,48778217
2024-11-25,5.599999904632568,5.75,5.579999923706055,5.71999979019165,20582705
2024-11-26,5.71999979019165,5.71999979019165,5.590000152587891,5.610000133514404,18762878
2024-11-27,5.75,5.820000171661377,5.71999979019165,5.739999771118164,25262871
2024-11-28,5.829999923706055,5.909999847412109,5.699999809265137,5.789999961853027,30206671
2024-11-29,5.849999904632568,5.920000076293945,5.809999942779541,5.829999923706055,18409202
2024-12-02,5.760000228881836,5.849999904632568,5.71999979019165,5.849999904632568,21763471
2024-12-03,5.949999809265137,5.949999809265137,5.71999979019165,5.769999980926514,28333556
2024-12-04,6.03000020980835,6.139999866485596,5.989999771118164,6.010000228881836,38993426
2024-12-05,6.159999847412109,6.5,6.079999923706055,6.5,36349655
2024-12-06,6.159999847412109,6.21999979019165,6.090000152587891,6.199999809265137,36120134
2024-12-09,6.28000020980835,6.28000020980835,6.139999866485596,6.190000057220459,20721316
2024-12-10,6.300000190734863,6.340000152587891,6.199999809265137,6.300000190734863,17976412
2024-12-11,6.369999885559082,6.449999809265137,6.28000020980835,6.340000152587891,24243117
2024-12-12,6.389999866485596,6.460000038146973,6.380000114440918,6.400000095367432,14107235
2024-12-13,6.510000228881836,6.559999942779541,6.389999866485596,6.400000095367432,29220121
2024-12-16,6.599999904632568,6.659999847412109,6.53000020980835,6.539999961853027,25695714
2024-12-17,6.730000019073486,6.789999961853027,6.590000152587891,6.599999904632568,29440350
2024-12-18,6.800000190734863,6.829999923706055,6.699999809265137,6.710000038146973,29946737
2024-12-19,6.949999809265137,7.0,6.800000190734863,6.800000190734863,30806160
2024-12-20,7.010000228881836,7.179999828338623,6.980000019073486,7.010000228881836,36174283
2024-12-23,6.360000133514404,7.070000171661377,6.309999942779541,7.03000020980835,73970548
2024-12-24,6.429999828338623,6.539999961853027,6.349999904632568,6.360000133514404,36539448
2024-12-25,6.630000114440918,6.730000019073486,6.46999979019165,6.489999771118164,33805109
2024-12-26,6.78000020980835,6.880000114440918,6.650000095367432,6.690000057220459,46195435
2024-12-27,6.639999866485596,6.869999885559082,6.579999923706055,6.829999923706055,36581122
2024-12-30,6.679999828338623,6.760000228881836,6.579999923706055,6.619999885559082,25097130
2024-12-31,6.880000114440918,6.920000076293945,6.539999961853027,6.710000038146973,53182687
2025-01-02,7.010000228881836,7.119999885559082,6.920000076293945,6.920000076293945,43773999
2025-01-03,7.210000038146973,7.21999979019165,7.019999980926514,7.019999980926514,24231498
2025-01-06,7.289999961853027,7.360000133514404,7.199999809265137,7.25,44916742
2025-01-07,7.21999979019165,7.420000076293945,7.150000095367432,7.289999961853027,76879716
2025-01-08,7.369999885559082,7.489999771118164,7.230000019073486,7.269999980926514,43148632
2025-01-09,7.380000114440918,7.449999809265137,7.300000190734863,7.389999866485596,25248682
2025-01-10,7.389999866485596,7.449999809265137,7.380000114440918,7.400000095367432,13572725
2025-01-13,7.099999904632568,7.449999809265137,6.920000076293945,7.409999847412109,28775132
2025-01-14,7.190000057220459,7.269999980926514,7.079999923706055,7.099999904632568,24226730
2025-01-15,7.110000133514404,7.239999771118164,7.070000171661377,7.199999809265137,11934618
2025-01-16,7.289999961853027,7.289999961853027,7.059999942779541,7.199999809265137,35193434
2025-01-17,7.440000057220459,7.480000019073486,7.210000038146973,7.28000020980835,14329538
2025-01-20,7.590000152587891,7.619999885559082,7.429999828338623,7.440000057220459,15012949
2025-01-21,7.710000038146973,7.760000228881836,7.53000020980835,7.639999866485596,24634632
2025-01-22,7.699999809265137,7.849999904632568,7.659999847412109,7.699999809265137,35137419
2025-01-23,7.71999979019165,7.78000020980835,7.670000076293945,7.71999979019165,33265916
2025-01-24,7.800000190734863,7.800000190734863,7.610000133514404,7.739999771118164,27363175
2025-01-27,7.900000095367432,7.949999809265137,7.78000020980835,7.789999961853027,17982882
2025-01-28,7.880000114440918,7.960000038146973,7.860000133514404,7.889999866485596,32891549
2025-01-29,7.940000057220459,7.980000019073486,7.869999885559082,7.880000114440918,20633917
2025-01-30,8.050000190734863,8.149999618530273,7.880000114440918,7.920000076293945,33511249
2025-01-31,7.519999980926514,8.079999923706055,7.25,8.069999694824219,45343561
2025-02-03,7.349999904632568,7.639999866485596,7.320000171661377,7.480000019073486,16236674
2025-02-04,7.159999847412109,7.650000095367432,7.159999847412109,7.590000152587891,40693846
2025-02-05,6.650000095367432,7.170000076293945,6.639999866485596,7.170000076293945,25406051
2025-02-06,6.980000019073486,6.980000019073486,6.659999847412109,6.800000190734863,16953656
2025-02-07,7.03000020980835,7.059999942779541,6.900000095367432,7.059999942779541,7853033
2025-02-10,7.150000095367432,7.170000076293945,6.869999885559082,7.03000020980835,5956723
2025-02-11,7.0,7.199999809265137,6.880000114440918,7.199999809265137,6210343
2025-02-12,6.880000114440918,7.039999961853027,6.880000114440918,6.909999847412109,7588160
2025-02-13,7.039999961853027,7.039999961853027,6.789999961853027,6.920000076293945,9550758
2025-02-14,6.929999828338623,7.010000228881836,6.849999904632568,7.010000228881836,5319297
2025-02-17,6.920000076293945,7.039999961853027,6.880000114440918,6.920000076293945,7525231
2025-02-18,7.210000038146973,7.210000038146973,6.880000114440918,6.920000076293945,17552881
2025-02-19,7.050000190734863,7.230000019073486,7.050000190734863,7.21999979019165,6770434
2025-02-20,7.0,7.099999904632568,6.889999866485596,7.050000190734863,5809762
2025-02-21,7.010000228881836,7.03000020980835,6.75,7.0,8963680
2025-02-24,7.039999961853027,7.059999942779541,6.929999828338623,7.010000228881836,6564320
2025-02-25,7.190000057220459,7.21999979019165,7.0,7.039999961853027,10324374
2025-02-26,7.400000095367432,7.46999979019165,7.179999828338623,7.190000057220459,8116947
2025-02-27,7.619999885559082,7.619999885559082,7.349999904632568,7.409999847412109,8519167
2025-02-28,7.800000190734863,7.840000152587891,7.630000114440918,7.679999828338623,8616506
2025-03-03,7.829999923706055,7.920000076293945,7.760000228881836,7.860000133514404,10881813
2025-03-04,7.920000076293945,7.920000076293945,7.639999866485596,7.829999923706055,14449322
2025-03-05,8.0,8.020000457763672,7.849999904632568,7.920000076293945,12362217
2025-03-06,8.0,8.050000190734863,7.909999847412109,8.0,21080120
2025-03-07,8.369999885559082,8.460000038146973,7.960000038146973,8.020000457763672,17332637
2025-03-10,8.5,8.640000343322754,8.399999618530273,8.399999618530273,18195165
2025-03-11,8.4399995803833,8.539999961853027,8.40999984741211,8.470000267028809,11569387
2025-03-12,8.510000228881836,8.619999885559082,8.40999984741211,8.479999542236328,21338365
2025-03-13,8.579999923706055,8.680000305175781,8.489999771118164,8.550000190734863,8849604
2025-03-14,8.59000015258789,8.649999618530273,8.520000457763672,8.619999885559082,7719858
2025-03-17,8.6899995803833,8.720000267028809,8.369999885559082,8.630000114440918,15087668
2025-03-18,8.760000228881836,8.869999885559082,8.550000190734863,8.699999809265137,15142609
2025-03-19,7.900000095367432,8.5,7.889999866485596,8.5,16293832
2025-03-20,7.599999904632568,8.1899995803833,7.570000171661377,7.800000190734863,16941170
2025-03-21,7.03000020980835,7.690000057220459,6.840000152587891,7.610000133514404,15456078
2025-03-24,7.010000228881836,7.46999979019165,6.880000114440918,7.03000020980835,14082139
2025-03-25,7.119999885559082,7.25,6.989999771118164,7.070000171661377,14532706
2025-03-26,6.920000076293945,7.21999979019165,6.880000114440918,7.090000152587891,13308882
2025-03-27,7.269999980926514,7.610000133514404,6.980000019073486,6.989999771118164,22205493
2025-03-28,7.320000171661377,7.480000019073486,7.130000114440918,7.320000171661377,14533748
2025-04-02,7.329999923706055,7.400000095367432,7.210000038146973,7.400000095367432,6682561
2025-04-03,7.639999866485596,7.840000152587891,7.260000228881836,7.309999942779541,22476026
2025-04-04,7.639999866485596,7.849999904632568,7.570000171661377,7.650000095367432,13253998
2025-04-07,7.610000133514404,7.619999885559082,7.21999979019165,7.460000038146973,14067405
2025-04-08,7.610000133514404,7.699999809265137,7.53000020980835,7.599999904632568,10354084
2025-04-09,7.5,7.610000133514404,7.460000038146973,7.599999904632568,9581848
2025-04-10,7.789999961853027,8.25,7.53000020980835,7.679999828338623,38252298
2025-04-11,7.960000038146973,8.0600004196167,7.699999809265137,7.849999904632568,26316686
2025-04-14,8.119999885559082,8.239999771118164,7.949999809265137,7.96999979019165,21509936
2025-04-15,7.849999904632568,8.1899995803833,7.849999904632568,8.149999618530273,10135032
2025-04-16,7.960000038146973,8.5,7.599999904632568,7.929999828338623,41800198
2025-04-17,7.78000020980835,8.149999618530273,7.78000020980835,7.949999809265137,19655564
2025-04-18,7.800000190734863,7.949999809265137,7.559999942779541,7.829999923706055,10641442
2025-04-21,7.840000152587891,7.960000038146973,7.690000057220459,7.849999904632568,9427040
2025-04-22,7.800000190734863,7.889999866485596,7.730000019073486,7.840000152587891,4821686
2025-04-24,7.860000133514404,7.940000057220459,7.710000038146973,7.800000190734863,7061963
2025-04-25,7.940000057220459,8.029999732971191,7.860000133514404,7.929999828338623,13672388
2025-04-28,7.960000038146973,8.100000381469727,7.949999809265137,7.989999771118164,11085312
2025-04-29,8.010000228881836,8.260000228881836,7.889999866485596,7.980000019073486,16835356
2025-04-30,7.980000019073486,8.199999809265137,7.980000019073486,8.079999923706055,10194207
2025-05-02,7.980000019073486,8.09000015258789,7.96999979019165,8.010000228881836,8850548
2025-05-05,7.849999904632568,8.050000190734863,7.849999904632568,8.010000228881836,9746316
2025-05-06,8.079999923706055,8.350000381469727,7.860000133514404,7.889999866485596,21841621
2025-05-07,7.96999979019165,8.130000114440918,7.929999828338623,8.109999656677246,14676760
2025-05-08,7.960000038146973,8.0600004196167,7.940000057220459,8.010000228881836,3969035
2025-05-09,8.109999656677246,8.800000190734863,8.010000228881836,8.029999732971191,24095243
2025-05-12,8.079999923706055,8.260000228881836,8.039999961853027,8.149999618530273,17227563
2025-05-13,8.029999732971191,8.109999656677246,7.96999979019165,8.109999656677246,8463648
2025-05-14,8.829999923706055,8.829999923706055,7.989999771118164,8.050000190734863,128206292
2025-05-15,9.109999656677246,9.649999618530272,8.859999656677246,8.859999656677246,72610064
2025-05-16,9.699999809265137,9.699999809265137,9.09000015258789,9.109999656677246,32151031
2025-05-20,9.800000190734863,9.979999542236328,9.4399995803833,9.720000267028809,28037038
2025-05-21,9.449999809265137,10.140000343322754,9.449999809265137,9.800000190734863,29045483
2025-05-22,10.020000457763672,10.279999732971191,9.199999809265137,9.5600004196167,64765579
2025-05-23,9.3100004196167,10.279999732971191,9.3100004196167,10.149999618530272,32007383
2025-05-26,9.239999771118164,9.619999885559082,9.220000267028809,9.399999618530272,17834549
2025-05-27,9.239999771118164,9.5600004196167,9.100000381469728,9.260000228881836,20264393
2025-05-28,8.75,9.329999923706056,8.75,9.260000228881836,17632076
2025-05-29,8.640000343322754,9.199999809265137,8.5600004196167,8.850000381469727,30613527
2025-05-30,8.5,9.010000228881836,8.5,8.649999618530273,32390785
2025-06-02,8.600000381469727,8.75,8.460000038146973,8.520000457763672,9725813
2025-06-03,8.720000267028809,8.890000343322754,8.65999984741211,8.65999984741211,10562763
2025-06-04,8.90999984741211,8.920000076293945,8.6899995803833,8.789999961853027,23039556
2025-06-05,8.930000305175781,9.09000015258789,8.800000190734863,8.899999618530273,13211216
2025-06-10,9.109999656677246,9.239999771118164,8.930000305175781,8.949999809265137,19544042
2025-06-11,9.369999885559082,9.56999969482422,9.100000381469728,9.109999656677246,14738607
2025-06-12,9.220000267028809,9.420000076293944,9.109999656677246,9.289999961853027,20585203
2025-06-13,8.680000305175781,8.899999618530273,8.420000076293945,8.760000228881836,15321689
2025-06-16,9.199999809265137,9.350000381469728,8.470000267028809,8.739999771118164,27737776
2025-06-17,9.050000190734863,9.31999969482422,8.960000038146973,9.100000381469728,14666712
2025-06-18,8.84000015258789,9.06999969482422,8.800000190734863,9.06999969482422,12051908
2025-06-19,8.84000015258789,8.960000038146973,8.600000381469727,8.890000343322754,9246554
2025-06-20,8.850000381469727,9.010000228881836,8.829999923706055,8.859999656677246,7983297
2025-06-23,8.390000343322754,8.800000190734863,8.359999656677246,8.800000190734863,11045116
2025-06-24,9.0,9.029999732971191,8.569999694824219,8.569999694824219,13964624
2025-06-25,8.739999771118164,9.09000015258789,8.6899995803833,9.020000457763672,14229275
2025-06-26,8.59000015258789,8.789999961853027,8.510000228881836,8.75,9136585
2025-06-27,8.609999656677246,8.649999618530273,8.5,8.59000015258789,7057078
2025-06-30,8.859999656677246,8.979999542236328,8.569999694824219,8.59000015258789,17042484
2025-07-01,8.899999618530273,9.029999732971191,8.819999694824219,8.880000114440918,13739619
2025-07-02,8.710000038146973,9.039999961853027,8.710000038146973,8.920000076293945,21792657
2025-07-03,8.949999809265137,9.0,8.649999618530273,8.8100004196167,14695466
2025-07-04,8.8100004196167,8.970000267028809,8.8100004196167,8.960000038146973,8290858
2025-07-07,8.6899995803833,8.880000114440918,8.619999885559082,8.880000114440918,7711090
